season,competition,event,instance_of_event_in_competition,gender,round,race,Place,Start Pos.,Warn.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points,laps_of_split_data,lap_1_position,lap_1_laptime,lap_1_elapsedtime,lap_2_position,lap_2_laptime,lap_2_elapsedtime,lap_3_position,lap_3_laptime,lap_3_elapsedtime,lap_4_position,lap_4_laptime,lap_4_elapsedtime,lap_5_position,lap_5_laptime,lap_5_elapsedtime,lap_6_position,lap_6_laptime,lap_6_elapsedtime,lap_7_position,lap_7_laptime,lap_7_elapsedtime,lap_8_position,lap_8_laptime,lap_8_elapsedtime,lap_9_position,lap_9_laptime,lap_9_elapsedtime,lap_10_position,lap_10_laptime,lap_10_elapsedtime,lap_11_position,lap_11_laptime,lap_11_elapsedtime,lap_12_position,lap_12_laptime,lap_12_elapsedtime,lap_13_position,lap_13_laptime,lap_13_elapsedtime,lap_14_position,lap_14_laptime,lap_14_elapsedtime,lap_15_position,lap_15_laptime,lap_15_elapsedtime,lap_16_position,lap_16_laptime,lap_16_elapsedtime,lap_17_position,lap_17_laptime,lap_17_elapsedtime,lap_18_position,lap_18_laptime,lap_18_elapsedtime,lap_19_position,lap_19_laptime,lap_19_elapsedtime,lap_20_position,lap_20_laptime,lap_20_elapsedtime,lap_21_position,lap_21_laptime,lap_21_elapsedtime,lap_22_position,lap_22_laptime,lap_22_elapsedtime,lap_23_position,lap_23_laptime,lap_23_elapsedtime,lap_24_position,lap_24_laptime,lap_24_elapsedtime,lap_25_position,lap_25_laptime,lap_25_elapsedtime,lap_26_position,lap_26_laptime,lap_26_elapsedtime,lap_27_position,lap_27_laptime,lap_27_elapsedtime,lap_28_position,lap_28_laptime,lap_28_elapsedtime,lap_29_position,lap_29_laptime,lap_29_elapsedtime,lap_30_position,lap_30_laptime,lap_30_elapsedtime,lap_31_position,lap_31_laptime,lap_31_elapsedtime,lap_32_position,lap_32_laptime,lap_32_elapsedtime,lap_33_position,lap_33_laptime,lap_33_elapsedtime,lap_34_position,lap_34_laptime,lap_34_elapsedtime,lap_35_position,lap_35_laptime,lap_35_elapsedtime,lap_36_position,lap_36_laptime,lap_36_elapsedtime,lap_37_position,lap_37_laptime,lap_37_elapsedtime,lap_38_position,lap_38_laptime,lap_38_elapsedtime,lap_39_position,lap_39_laptime,lap_39_elapsedtime,lap_40_position,lap_40_laptime,lap_40_elapsedtime,lap_41_position,lap_41_laptime,lap_41_elapsedtime,lap_42_position,lap_42_laptime,lap_42_elapsedtime,lap_43_position,lap_43_laptime,lap_43_elapsedtime,lap_44_position,lap_44_laptime,lap_44_elapsedtime,lap_45_position,lap_45_laptime,lap_45_elapsedtime
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,-1,w,Semifinals,1,3,5,,,46.0,AriannaFONTANA,6227,ITA,"
						2:18.789 
					",QA,,14.0,2.0,8.52,8.52,1.0,11.96,20.48,3.0,10.72,31.20,4.0,10.34,41.54,5.0,9.97,51.51,4.0,9.99,1:01.50,5.0,10.55,1:12.05,5.0,9.92,1:21.97,5.0,9.57,1:31.54,5.0,9.46,1:41.00,4.0,9.37,1:50.37,4.0,9.46,1:59.83,4.0,9.34,2:09.17,3.0,9.62,2:18.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,-1,w,Quarterfinals,4,2,4,,,46.0,AriannaFONTANA,6227,ITA,"
						2:29.610 
					",Q,,14.0,2.0,9.93,9.93,2.0,13.14,23.07,2.0,12.9,35.97,2.0,12.45,48.42,1.0,11.13,59.55,1.0,11.08,1:10.63,2.0,9.91,1:20.54,3.0,9.93,1:30.47,3.0,10.11,1:40.58,3.0,10.4,1:50.98,1.0,9.58,2:00.56,1.0,9.63,2:10.19,1.0,9.52,2:19.71,2.0,9.9,2:29.610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500m,-1,w,Heats,12,2,2,,,61.0,SCHULTINGSuzanne,8493,NED,"
						2:46.192 
					",Q,,14.0,6.0,12.43,12.43,5.0,13.99,26.42,5.0,12.93,39.35,6.0,13.54,52.89,5.0,12.95,1:05.84,5.0,12.33,1:18.17,5.0,11.91,1:30.08,5.0,11.48,1:41.56,4.0,11.09,1:52.65,4.0,10.61,2:03.26,3.0,10.77,2:14.03,3.0,11.23,2:25.26,2.0,10.29,2:35.55,2.0,10.65,2:46.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1000m,2,w,Heats,5,1,4,,,23.0,AriannaFONTANA,6227,ITA,"
						1:37.316 
					",Q,,9.0,1.0,14.5,14.50,2.0,12.2,26.70,4.0,11.31,38.01,3.0,10.53,48.54,3.0,10.73,59.27,3.0,10.11,1:09.38,3.0,9.64,1:19.02,1.0,9.05,1:28.07,1.0,9.25,1:37.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1000m,1,m,Quarterfinals,1,PEN,3,,,157.0,KWAKYoon-Gy,6120,KOR,"
						PEN
					",,,9.0,4.0,15.34,15.34,4.0,10.80,26.14,4.0,10.00,36.14,4.0,9.68,45.82,3.0,9.29,55.11,3.0,9.13,1:04.24,3.0,8.85,1:13.09,3.0,8.60,1:21.69,,,PEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1000m,1,m,Preliminaries,5,1,3,,,157.0,KWAKYoon-Gy,6120,KOR,"
						1:30.364 
					",Q,,9.0,4.0,14.83,14.83,4.0,10.69,25.52,4.0,10.01,35.53,3.0,9.46,44.99,3.0,9.53,54.52,2.0,9.12,1:03.64,1.0,8.83,1:12.47,1.0,8.92,1:21.39,1.0,8.98,1:30.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",500m,-1,m,Preliminaries,1,2,3,,,464.0,KNEGTSjinkie,7352,NED,"
						41.927 
					",Q,,5.0,3.0,6.98,6.98,3.0,8.89,15.87,4.0,8.63,24.50,3.0,8.65,33.15,2.0,8.78,41.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",500m,-1,m,Preliminaries,8,1,2,,,455.0,KWAKYoon-Gy,6120,KOR,"
						41.236 
					",Q,,5.0,1.0,6.94,6.94,1.0,8.79,15.73,1.0,8.44,24.17,1.0,8.40,32.57,1.0,8.67,41.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",500m,-1,w,Preliminaries,4,1,4,,,323.0,AriannaFONTANA,6227,ITA,"
						43.793 
					",Q,,5.0,2.0,7.31,7.31,2.0,9.59,16.90,2.0,9.08,25.98,1.0,8.76,34.74,1.0,9.06,43.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",500m,-1,w,Heats,5,1,1,,,323.0,AriannaFONTANA,6227,ITA,"
						43.586 
					",Q,,5.0,1.0,7.27,7.27,1.0,9.38,16.65,1.0,8.82,25.47,1.0,8.96,34.43,1.0,9.16,43.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1500m,-1,w,Heats,5,1,4,,,323.0,AriannaFONTANA,6227,ITA,"
						2:33.589 
					",Q,,14.0,4.0,11.56,11.56,4.0,15.37,26.93,4.0,14.04,40.97,4.0,13.27,54.24,4.0,11.3,1:05.54,4.0,10.94,1:16.48,4.0,10.54,1:27.02,4.0,9.99,1:37.01,4.0,9.77,1:46.78,4.0,9.45,1:56.23,3.0,9.09,2:05.32,3.0,9.41,2:14.73,1.0,9.22,2:23.95,1.0,9.64,2:33.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1500m,-1,w,Semifinals,1,1,5,,,323.0,AriannaFONTANA,6227,ITA,"
						2:28.545 
					",QA,,14.0,4.0,9.07,9.07,4.0,13.13,22.20,5.0,13.10,35.30,4.0,13.46,48.76,4.0,12.15,1:00.91,3.0,10.24,1:11.15,1.0,10.03,1:21.18,1.0,10.68,1:31.86,2.0,10.17,1:42.03,2.0,9.52,1:51.55,2.0,9.60,2:01.15,1.0,9.04,2:10.19,1.0,9.08,2:19.27,1.0,9.28,2:28.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",500m,-1,w,Semifinals,2,2,2,,,323.0,AriannaFONTANA,6227,ITA,"
						43.455 
					",QA,,5.0,2.0,7.21,7.21,2.0,9.2,16.41,2.0,8.89,25.30,2.0,8.98,34.28,2.0,9.18,43.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",500m,-1,w,Quarterfinals,4,1,1,,,323.0,AriannaFONTANA,6227,ITA,"
						43.647 
					",Q,,5.0,1.0,7.31,7.31,1.0,9.59,16.90,1.0,8.79,25.69,1.0,8.89,34.58,1.0,9.07,43.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m,1,m,Preliminaries,4,2,4,,,464.0,KNEGTSjinkie,7352,NED,"
						1:27.620 
					",Q,,9.0,4.0,12.97,12.97,4.0,9.84,22.81,4.0,9.97,32.78,4.0,9.89,42.67,4.0,9.25,51.92,3.0,8.84,1:00.76,3.0,8.98,1:09.74,2.0,8.91,1:18.65,2.0,8.97,1:27.620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m,1,m,Preliminaries,6,1,3,,,455.0,KWAKYoon-Gy,6120,KOR,"
						1:31.664 
					",Q,,9.0,3.0,15.0,15.00,4.0,11.59,26.59,3.0,10.13,36.72,3.0,9.79,46.51,3.0,9.63,56.14,2.0,9.21,1:05.35,2.0,8.83,1:14.18,1.0,8.6,1:22.78,1.0,8.89,1:31.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m,1,m,Heats,1,2,2,,,464.0,KNEGTSjinkie,7352,NED,"
						1:27.452 
					",Q,,9.0,3.0,14.21,14.21,4.0,10.62,24.83,4.0,9.5,34.33,4.0,9.38,43.71,4.0,9.16,52.87,3.0,8.82,1:01.69,2.0,8.56,1:10.25,2.0,8.58,1:18.83,2.0,8.63,1:27.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m,1,m,Heats,7,1,3,,,455.0,KWAKYoon-Gy,6120,KOR,"
						1:32.203 
					",Q,,9.0,3.0,16.53,16.53,3.0,11.97,28.50,1.0,10.65,39.15,1.0,9.53,48.68,2.0,9.05,57.73,2.0,8.6,1:06.33,2.0,8.58,1:14.91,1.0,8.53,1:23.44,1.0,8.77,1:32.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m,1,m,Semifinals,1,2,2,,,464.0,KNEGTSjinkie,7352,NED,"
						1:28.271 
					",QA,,9.0,4.0,14.1,14.10,3.0,9.92,24.02,3.0,10.5,34.52,1.0,9.29,43.81,2.0,9.07,52.88,3.0,9.03,1:01.91,3.0,8.9,1:10.81,3.0,8.67,1:19.48,2.0,8.8,1:28.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m,1,m,Quarterfinals,1,3,4,,,455.0,KWAKYoon-Gy,6120,KOR,"
						1:30.854 
					",,,9.0,4.0,16.87,16.87,1.0,11.29,28.16,1.0,9.53,37.69,4.0,9.37,47.06,4.0,9.27,56.33,4.0,8.59,1:04.92,3.0,8.55,1:13.47,3.0,8.68,1:22.15,3.0,8.71,1:30.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m,1,m,Quarterfinals,2,2,1,,,464.0,KNEGTSjinkie,7352,NED,"
						1:25.055 
					",Q,,9.0,1.0,13.38,13.38,3.0,9.41,22.79,3.0,9.03,31.82,3.0,8.88,40.70,1.0,8.65,49.35,1.0,8.77,58.12,1.0,8.83,1:06.95,1.0,8.95,1:15.90,2.0,9.16,1:25.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",500m,-1,m,Heats,2,1,4,,,464.0,KNEGTSjinkie,7352,NED,"
						41.475 
					",Q,,5.0,4.0,7.22,7.22,4.0,8.91,16.13,4.0,8.29,24.42,2.0,8.53,32.95,1.0,8.53,41.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",500m,-1,m,Heats,5,4,1,,,455.0,KWAKYoon-Gy,6120,KOR,"
						no time 
					",,,5.0,4.0,23.09,23.09,4.0,15.07,38.16,4.0,11.68,49.84,,,,,,notime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",500m,-1,m,RepHeats,3,4,1,,,455.0,KWAKYoon-Gy,6120,KOR,"
						no time 
					",,,5.0,2.0,7.09,7.09,2.0,8.91,16.00,4.0,20.74,36.74,,,,,,notime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",500m,-1,m,Quarterfinals,2,2,1,,,464.0,KNEGTSjinkie,7352,NED,"
						41.729 
					",Q,,5.0,3.0,7.14,7.14,3.0,8.77,15.91,3.0,8.25,24.16,3.0,8.72,32.88,2.0,8.85,41.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",500m,-1,m,Semifinals,2,2,4,,,464.0,KNEGTSjinkie,7352,NED,"
						41.007 
					",QA,,5.0,4.0,7.08,7.08,4.0,8.8,15.88,4.0,8.17,24.05,2.0,8.36,32.41,2.0,8.6,41.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1000m,2,w,Quarterfinals,2,1,3,,,23.0,AriannaFONTANA,6227,ITA,"
						1:33.543 
					",Q,,9.0,2.0,13.89,13.89,2.0,10.9,24.79,2.0,10.86,35.65,2.0,9.86,45.51,2.0,9.98,55.49,2.0,10.02,1:05.51,1.0,9.33,1:14.84,1.0,9.33,1:24.17,1.0,9.38,1:33.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1000m,2,w,Semifinals,2,4,3,,,23.0,AriannaFONTANA,6227,ITA,"
						1:59.201 
					",ADA,,9.0,2.0,15.11,15.11,2.0,11.5,26.61,2.0,11.08,37.69,1.0,10.12,47.81,2.0,10.01,57.82,2.0,9.81,1:07.63,2.0,9.62,1:17.25,3.0,9.81,1:27.06,4.0,32.15,1:59.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",500m,-1,w,Quarterfinals,2,4,4,,,61.0,SCHULTINGSuzanne,8493,NED,"
						46.343 
					",,,5.0,3.0,7.71,7.71,3.0,9.89,17.60,3.0,9.31,26.91,3.0,9.53,36.44,4.0,9.91,46.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",500m,-1,w,Heats,7,2,2,,,61.0,SCHULTINGSuzanne,8493,NED,"
						47.006 
					",Q,,5.0,1.0,7.61,7.61,1.0,10.08,17.69,2.0,9.69,27.38,2.0,9.74,37.12,2.0,9.89,47.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",500m,-1,w,Preliminaries,4,2,2,,,61.0,SCHULTINGSuzanne,8493,NED,"
						47.544 
					",Q,,5.0,1.0,7.67,7.67,1.0,10.08,17.75,1.0,9.72,27.47,1.0,9.89,37.36,2.0,10.19,47.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,-1,w,Heats,1,1,6,,,23.0,AriannaFONTANA,6227,ITA,"
						2:31.963 
					",Q,,14.0,3.0,10.25,10.25,3.0,14.44,24.69,3.0,12.96,37.65,3.0,12.49,50.14,1.0,11.38,1:01.52,2.0,11.06,1:12.58,2.0,11.43,1:24.01,3.0,10.37,1:34.38,3.0,9.91,1:44.29,3.0,9.99,1:54.28,3.0,9.8,2:04.08,3.0,9.59,2:13.67,1.0,9.08,2:22.75,1.0,9.22,2:31.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,-1,w,Semifinals,3,1,1,,,23.0,AriannaFONTANA,6227,ITA,"
						2:37.620 
					",QA,,14.0,1.0,10.94,10.94,4.0,16.92,27.86,4.0,14.93,42.79,6.0,13.84,56.63,5.0,12.11,1:08.74,1.0,10.43,1:19.17,1.0,10.79,1:29.96,2.0,10.76,1:40.72,2.0,9.67,1:50.39,2.0,9.59,1:59.98,1.0,9.37,2:09.35,1.0,9.39,2:18.74,1.0,9.39,2:28.13,1.0,9.49,2:37.620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1000m,1,m,Heats,1,1,3,,,157.0,KWAKYoon-Gy,6120,KOR,"
						1:33.669 
					",Q,,9.0,2.0,15.67,15.67,2.0,11.51,27.18,2.0,10.99,38.17,2.0,10.17,48.34,2.0,9.71,58.05,1.0,9.02,1:07.07,1.0,8.94,1:16.01,1.0,8.87,1:24.88,1.0,8.79,1:33.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500m,-1,w,Semifinals,1,6,5,,,61.0,SCHULTINGSuzanne,8493,NED,"
						2:59.723 
					",,,14.0,5.0,10.16,10.16,5.0,14.24,24.40,6.0,13.70,38.10,4.0,12.58,50.68,1.0,10.86,1:01.54,1.0,10.33,1:11.87,1.0,10.19,1:22.06,1.0,10.27,1:32.33,1.0,10.35,1:42.68,2.0,10.59,1:53.27,4.0,10.45,2:03.72,6.0,26.52,2:30.24,6.0,14.84,2:45.08,6.0,14.65,2:59.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500m,-1,w,Quarterfinals,4,3,2,,,61.0,SCHULTINGSuzanne,8493,NED,"
						2:42.997 
					",Q,,14.0,4.0,10.54,10.54,4.0,14.27,24.81,4.0,14.21,39.02,4.0,14.0,53.02,4.0,13.44,1:06.46,3.0,10.99,1:17.45,4.0,10.85,1:28.30,5.0,11.07,1:39.37,4.0,10.92,1:50.29,4.0,10.38,2:00.67,4.0,10.66,2:11.33,4.0,10.73,2:22.06,4.0,10.35,2:32.41,3.0,10.59,2:42.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1000m,-1,w,Preliminaries,11,2,3,,,61.0,SCHULTINGSuzanne,8493,NED,"
						1:41.956 
					",Q,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1000m,-1,w,Heats,4,4,1,,,61.0,SCHULTINGSuzanne,8493,NED,"
						1:41.125 
					",,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1000m,-1,w,Pre-Preliminaries,3,1,4,,,46.0,AriannaFONTANA,6227,ITA,"
						1:36.696 
					",Q,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1000m,-1,w,Quarterfinals,4,2,4,,,46.0,AriannaFONTANA,6227,ITA,"
						1:29.990 
					",Q,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1000m,-1,w,Heats,3,1,3,,,46.0,AriannaFONTANA,6227,ITA,"
						1:32.410 
					",Q,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
